Palabra,Etiqueta_POS
á,ADP
Marthin,PROPN
Doménigo,PROPN
Eyolla,PROPN
de,ADP
capitán,NOUN
",",PUNCT
en,ADP
la,DET
misma,DET
capacidad,NOUN
con,ADP
que,PRON
antes,ADV
había,AUX
gobernado,VERB
la,DET
tierra,NOUN
",",PUNCT
muy,ADV
particularmente,ADV
porque,SCONJ
la,DET
gente,NOUN
de,ADP
pelea,NOUN
se,PRON
llevaba,VERB
bien,ADV
con,ADP
él,PRON
",",PUNCT
y,CCONJ
los,DET
más,ADV
estaban,AUX
contentos,ADJ
con,ADP
él,PRON
;,PUNCT
esto,PRON
no,PART
obstante,NOUN
",",PUNCT
entre,ADP
ellos,PRON
había,AUX
algunos,PRON
",",PUNCT
que,PRON
habían,AUX
sido,AUX
amigos,NOUN
del,ADP
ya,ADV
dicho,ADJ
capitán,NOUN
general,ADJ
nuestro,DET
que,PRON
fué,AUX
Aluiso,ADJ
Capessa,PROPN
de,ADP
Bacha,PROPN
;,PUNCT
á,ADP
éstos,PRON
no,ADV
les,PRON
hizo,VERB
mucha,DET
gracia,NOUN
la,DET
cosa,NOUN
",",PUNCT
mas,ADV
no,ADV
hicimos,VERB
mucho,DET
caso,NOUN
de,ADP
ello,PRON
.,PUNCT
"
",SPACE
Por,ADP
este,DET
tiempo,NOUN
me,PRON
sentí,VERB
mal,ADV
y,CCONJ
enfermo,NOUN
de,ADP
hidropesía,PROPN
que,SCONJ
yo,PRON
y,CCONJ
mis,DET
camaradas,NOUN
conmigo,PRON
habíamos,AUX
sacado,VERB
de,ADP
los,DET
Orthueses,PROPN
",",PUNCT
allí,ADV
donde,PRON
por,ADP
tanto,DET
tiempo,NOUN
anduvimos,VERB
en,ADP
el,DET
agua,NOUN
",",PUNCT
como,SCONJ
se,PRON
dijo,VERB
ya,ADV
",",PUNCT
y,CCONJ
fué,AUX
tan,ADV
grande,ADJ
la,DET
miseria,NOUN
porque,SCONJ
pasamos,VERB
;,PUNCT
en,ADP
esa,DET
ocasión,NOUN
enfermaron,VERB
80,NUM
de,ADP
los,DET
nuestros,DET
y,CCONJ
sólo,ADV
unos,PRON
30,NUM
escaparon,VERB
con,ADP
vida,NOUN
de,ADP
sus,DET
dolencias,NOUN
.,PUNCT
"
 
",SPACE
CAPÍTULO,PROPN
XLI,PROPN
"
",SPACE
DISCORDIA,PROPN
ENTRE,ADP
LOS,DET
CRISTIANOS,PROPN
.,PUNCT
ALZAMIENTO,PROPN
DE,ADP
LOS,DET
CARÍOS,PROPN
.,PUNCT
YAPIRÚS,PROPN
Y,CCONJ
BATATÁES,NOUN
AYUDAN,PROPN
Á,PROPN
LOS,DET
ESPAÑOLES,PROPN
.,PUNCT
"

",SPACE
Y,CCONJ
cuando,SCONJ
ya,ADV
lo,PRON
habían,AUX
despachado,VERB
á,ADP
Aluiso,PROPN
Capessa,PROPN
de,ADP
Bacha,PROPN
á,ADP
Hispaniam,PROPN
nosotros,PRON
mismos,PRON
los,DET
Cristianos,PROPN
entramos,VERB
en,ADP
tal,DET
discordia,NOUN
que,PRON
ya,ADV
no,ADV
podíamos,AUX
avenirnos,ADJ
",",PUNCT
uno,PRON
con,ADP
otro,PRON
nos,PRON
peleábamos,VERB
día,NOUN
y,CCONJ
noche,NOUN
",",PUNCT
de,ADP
suerte,NOUN
que,PRON
parecía,VERB
como,SCONJ
si,SCONJ
el,DET
mismo,DET
diablo,NOUN
metido,ADJ
entre,ADP
nosotros,PRON
nos,PRON
mandaba,VERB
",",PUNCT
y,CCONJ
nadie,PRON
se,PRON
creía,VERB
seguro,ADJ
con,ADP
los,DET
demás,PRON
.,PUNCT
La,DET
tal,DET
guerra,NOUN
entre,ADP
nosotros,PRON
mismo,ADJ
duró,VERB
dos,NUM
años,NOUN
largos,ADJ
por,ADP
causa,NOUN
de,ADP
Aluiso,PROPN
Capessa,PROPN
de,ADP
Bacha,PROPN
;,PUNCT
y,CCONJ
cuando,SCONJ
en,ADP
este,DET
estado,NOUN
de,ADP
cosas,NOUN
vieron,VERB
los,DET
Caríos,PROPN
",",PUNCT
nuestros,DET
amigos,NOUN
de,ADP
marras,NOUN
",",PUNCT
que,PRON
nosotros,PRON
los,DET
mismos,DET
Cristianos,NOUN
andábamos,VERB
desunidos,ADJ
",",PUNCT
y,CCONJ
cómo,PRON
nos,PRON
traicionábamos,VERB
y,CCONJ
dividíamos,ADJ
",",PUNCT
no,ADV
quedaron,VERB
con,ADP
muy,ADV
buena,ADJ
idea,NOUN
de,ADP
nosotros,PRON
",",PUNCT
sino,CCONJ
que,SCONJ
se,PRON
sacaron,VERB
la,DET
cuenta,NOUN
que,SCONJ
todo,DET
reino,NOUN
que,PRON
está,AUX
dividido,ADJ
y,CCONJ
se,PRON
desune,ADJ
tiene,VERB
que,SCONJ
perderse,VERB
.,PUNCT
Por,ADP
esto,PRON
entre,ADP
ellos,PRON
se,PRON
arreglaron,VERB
y,CCONJ
convinieron,VERB
é,CCONJ
hicieron,VERB
reunión,NOUN
al,ADP
objeto,NOUN
de,ADP
matarnos,VERB
á,ADP
los,DET
Cristianos,PROPN
y,CCONJ
arrojarnos,VERB
de,ADP
la,DET
tierra,NOUN
.,PUNCT
Mas,PROPN
Dios,PROPN
",",PUNCT
el,DET
Todopoderoso,PROPN
",",PUNCT
¡,PUNCT
loado,NOUN
sea,AUX
siempre,ADV
y,CCONJ
eternamente,ADV
!,PUNCT
no,ADV
condescendió,VERB
con,ADP
estos,DET
Caríos,PROPN
hasta,ADP
dejarlos,VERB
que,SCONJ
se,PRON
saliesen,VERB
con,ADP
la,DET
suya,DET
.,PUNCT
Porque,SCONJ
toda,DET
la,DET
provincia,NOUN
de,ADP
los,DET
Carios,PROPN
",",PUNCT
y,CCONJ
otras,DET
naciones,NOUN
más,ADV
",",PUNCT
los,DET
Aigaiss,PROPN
(,PUNCT
Agaces,PROPN
),PUNCT
[,PRON
también,ADV
],NOUN
estaban,AUX
alzados,ADJ
contra,ADP
nosotros,PRON
los,DET
Cristianos,PROPN
.,PUNCT
Mas,PROPN
cuando,SCONJ
esto,PRON
comprendimos,VERB
tuvimos,VERB
que,SCONJ
hacer,VERB
las,DET
paces,NOUN
entre,ADP
nosotros,PRON
los,DET
Cristianos,PROPN
;,PUNCT
hicimos,VERB
también,ADV
alianza,NOUN
con,ADP
otras,DET
dos,NUM
naciones,NOUN
llamadas,ADJ
",",PUNCT
la,DET
primera,ADJ
de,ADP
los,DET
Jheperus,PROPN
(,PUNCT
Yapirus,PROPN
),PUNCT
",",PUNCT
y,CCONJ
la,DET
segunda,ADJ
de,ADP
los,DET
Batatheiss,PROPN
",",PUNCT
(,PUNCT
Guatatas,PROPN
),PUNCT
;,PUNCT
entre,ADP
las,DET
dos,NUM
serían,AUX
fuertes,ADJ
como,SCONJ
de,ADP
5.000,NUM
hombres,NOUN
",",PUNCT
no,ADV
tienen,VERB
más,ADV
comida,NOUN
que,PRON
pescado,NOUN
y,CCONJ
carne,NOUN
;,PUNCT
es,AUX
gente,NOUN
buena,ADJ
para,ADP
la,DET
pelea,NOUN
por,ADP
tierra,NOUN
y,CCONJ
por,ADP
agua,NOUN
",",PUNCT
pero,CCONJ
los,DET
más,ADV
por,ADP
tierra,NOUN
.,PUNCT
Sus,DET
armas,NOUN
son,AUX
tardes,NOUN
(,PUNCT
dardos,NOUN
),PUNCT
del,ADP
largo,NOUN
de,ADP
media,NUM
lanza,NOUN
",",PUNCT
sin,ADP
ser,AUX
tan,ADV
gruesos,ADJ
",",PUNCT
y,CCONJ
para,ADP
puntas,NOUN
les,PRON
hacen,VERB
unas,PRON
como,SCONJ
de,ADP
arpón,NOUN
ó,CCONJ
de,ADP
centella,PROPN
de,ADP
un,DET
pedernal,ADJ
;,PUNCT
y,CCONJ
bajo,ADP
del,ADP
cinto,NOUN
llevan,VERB
una,DET
clava,NOUN
",",PUNCT
de,ADP
4,NUM
jemes,NOUN
de,ADP
largo,NOUN
con,ADP
una,DET
porra,NOUN
en,ADP
la,DET
punta,NOUN
.,PUNCT
Cada,DET
indio,NOUN
de,ADP
éstos,PRON
de,ADP
pelea,NOUN
carga,NOUN
10,NUM
ó,CCONJ
12,NUM
palillos,NOUN
[,NOUN
ó,CCONJ
sea,NOUN
",",PUNCT
tantos,NOUN
],NOUN
como,SCONJ
quiere,VERB
",",PUNCT
y,CCONJ
de,ADP
un,DET
buen,ADJ
jeme,PROPN
de,ADP
largo,NOUN
",",PUNCT
y,CCONJ
adelante,ADV
una,DET
punta,NOUN
",",PUNCT
que,PRON
es,AUX
el,DET
diente,NOUN
ancho,ADJ
y,CCONJ
largo,NOUN
de,ADP
un,DET
pescado,NOUN
",",PUNCT
llamado,ADJ
en,ADP
español,NOUN
polmeda,PROPN
(,PUNCT
palometa,PROPN
),PUNCT
",",PUNCT
se,PRON
parece,VERB
á,ADP
una,DET
tenca,PROPN
;,PUNCT
este,DET
diente,NOUN
corta,ADJ
como,SCONJ
una,DET
navaja,NOUN
de,ADP
afeitar,VERB
.,PUNCT
Pero,CCONJ
ahora,ADV
les,PRON
contaré,VERB
lo,PRON
que,PRON
con,ADP
los,DET
palillos,NOUN
hacen,VERB
ó,CCONJ
para,ADP
qué,PRON
les,PRON
sirven,VERB
.,PUNCT
Pero,CCONJ
ahora,ADV
véase,VERB
lo,PRON
que,PRON
después,ADV
hace,VERB
él,PRON
con,ADP
la,DET
cabeza,NOUN
del,ADP
hombre,NOUN
y,CCONJ
para,ADP
qué,PRON
le,PRON
sirve,VERB
.,PUNCT
Pues,SCONJ
es,AUX
el,DET
caso,NOUN
",",PUNCT
si,SCONJ
la,DET
ocasión,NOUN
se,PRON
ofrece,VERB
",",PUNCT
después,ADV
de,ADP
una,DET
escaramuza,NOUN
como,SCONJ
ésta,PRON
",",PUNCT
toma,VERB
él,PRON
la,DET
cabeza,NOUN
humana,ADJ
y,CCONJ
la,DET
desuella,ADJ
",",PUNCT
cabello,NOUN
y,CCONJ
todo,PRON
",",PUNCT
de,ADP
las,DET
orejas,NOUN
arriba,ADV
",",PUNCT
en,ADP
seguida,ADJ
toma,VERB
este,DET
pellejo,NOUN
",",PUNCT
tal,NOUN
como,SCONJ
se,PRON
ha,AUX
dicho,VERB
",",PUNCT
lo,PRON
rellena,VERB
y,CCONJ
deja,VERB
que,SCONJ
se,PRON
endurezca,VERB
",",PUNCT
en,ADP
seguida,ADJ
toma,VERB
el,DET
pellejo,NOUN
ya,ADV
duro,ADJ
y,CCONJ
lo,PRON
arregla,VERB
sobre,ADP
una,DET
pértiga,NOUN
y,CCONJ
lo,PRON
planta,VERB
en,ADP
su,DET
casa,NOUN
ó,CCONJ
habitación,NOUN
para,ADP
recuerdo,NOUN
",",PUNCT
tal,NOUN
y,CCONJ
como,SCONJ
un,DET
caballero,NOUN
",",PUNCT
ó,CCONJ
capitán,NOUN
",",PUNCT
en,ADP
este,DET
país,NOUN
(,PUNCT
Alemania,PROPN
),PUNCT
que,PRON
tiene,VERB
un,DET
pendón,NOUN
lo,PRON
cuelga,VERB
en,ADP
las,DET
iglesias,NOUN
.,PUNCT
"
",SPACE
Pero,CCONJ
con,ADP
esto,PRON
vuelvo,VERB
yo,PRON
al,ADP
asunto,NOUN
principal,ADJ
",",PUNCT
y,CCONJ
de,ADP
estas,DET
cosas,NOUN
trataré,VERB
muy,ADV
en,ADP
breve,NOUN
;,PUNCT
este,DET
ejército,NOUN
de,ADP
Jeperuss,PROPN
y,CCONJ
Batateiss,PROPN
se,PRON
nos,PRON
juntó,VERB
en,ADP
número,NOUN
de,ADP
unos,PRON
1.000,NUM
hombres,NOUN
de,ADP
pelea,NOUN
;,PUNCT
y,CCONJ
con,ADP
esto,PRON
nos,PRON
alegramos,VERB
mucho,ADV
.,PUNCT
"

",SPACE
CAPÍTULO,PROPN
XLII,PROPN
"
",SPACE
LOS,DET
CRISTIANOS,PROPN
",",PUNCT
CON,ADP
AUXILIO,PROPN
DE,ADP
LOS,DET
YEPERÚ,PROPN
Y,CCONJ
BATATÁ,PROPN
",",PUNCT
GANAN,PROPN
LOS,DET
PUEBLOS,PROPN
DE,ADP
LA,DET
FRONTERA,PROPN
Y,CCONJ
CARAYEBÁ,ADJ
"
  
",SPACE
En,ADP
seguida,NOUN
salimos,NOUN
de,ADP
la,DET
ciudad,NOUN
Nostra,PROPN
Singnora,PROPN
de,ADP
Sunssión,PROPN
",",PUNCT
con,ADP
nuestro,DET
capitán,NOUN
general,ADJ
",",PUNCT
350,NUM
Cristianos,PROPN
y,CCONJ
estos,PRON
1.000,NUM
Indios,PROPN
",",PUNCT
con,ADP
los,DET
que,PRON
á,ADP
cada,DET
Cristiano,PROPN
le,PRON
tocaban,VERB
de,ADP
á,CCONJ
3,NUM
Indios,PROPN
que,PRON
le,PRON
sirvan,VERB
",",PUNCT
como,SCONJ
lo,PRON
había,AUX
dispuesto,VERB
y,CCONJ
ordenado,VERB
nuestro,DET
capitán,NOUN
;,PUNCT
y,CCONJ
después,ADV
de,ADP
esto,PRON
llegamos,VERB
á,ADP
3,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
donde,PRON
nuestros,DET
enemigos,NOUN
estaban,AUX
acampados,ADJ
en,ADP
la,DET
pampa,NOUN
fuertes,ADJ
de,ADP
unos,PRON
15.000,NUM
hombres,NOUN
de,ADP
los,DET
Caríos,PROPN
y,CCONJ
se,PRON
habían,AUX
colocado,VERB
muy,ADV
bien,ADV
;,PUNCT
cuando,SCONJ
nosotros,PRON
nos,PRON
pusimos,VERB
como,SCONJ
á,ADP
una,DET
media,NUM
legua,NOUN
de,ADP
ellos,PRON
no,ADV
quisimos,VERB
hacer,VERB
nada,PRON
en,ADP
ese,DET
mismo,DET
día,NOUN
",",PUNCT
porque,SCONJ
estábamos,AUX
muy,ADV
cansados,ADJ
y,CCONJ
también,ADV
llovía,VERB
",",PUNCT
por,ADP
eso,PRON
hicimos,VERB
alto,ADJ
en,ADP
el,DET
bosque,NOUN
",",PUNCT
adonde,SCONJ
acampamos,VERB
esa,DET
misma,DET
noche,NOUN
;,PUNCT
y,CCONJ
al,ADP
otro,DET
día,NOUN
les,PRON
llevamos,VERB
el,DET
ataque,NOUN
",",PUNCT
como,SCONJ
á,ADP
las,DET
6,NOUN
",",PUNCT
y,CCONJ
como,SCONJ
á,ADP
las,DET
7,NUM
nos,PRON
encontrámos,VERB
con,ADP
ellos,PRON
",",PUNCT
los,DET
Caríos,PROPN
enemigos,ADJ
",",PUNCT
y,CCONJ
nos,PRON
batimos,VERB
como,SCONJ
hasta,ADP
las,DET
10,NUM
",",PUNCT
hora,NOUN
en,ADP
que,PRON
tuvieron,VERB
que,SCONJ
disparar,VERB
y,CCONJ
tomaron,VERB
hacia,ADP
un,DET
pueblo,NOUN
á,ADP
4,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
distancia,NOUN
que,PRON
ellos,PRON
habían,AUX
fortificado,VERB
y,CCONJ
se,PRON
llamaba,VERB
Frondiere,PROPN
(,PUNCT
Frontera,PROPN
),PUNCT
;,PUNCT
su,DET
capitán,NOUN
Indio,PROPN
se,PRON
llamaba,VERB
Machkaria,PROPN
.,PUNCT
En,ADP
esta,DET
escaramuza,NOUN
murieron,VERB
de,ADP
parte,NOUN
de,ADP
los,DET
enemigos,NOUN
",",PUNCT
es,NOUN
decir,NOUN
",",PUNCT
de,ADP
los,DET
que,PRON
nosotros,PRON
matamos,VERB
",",PUNCT
unos,DET
2.000,NOUN
hombres,NOUN
",",PUNCT
cuyas,PRON
cabezas,NOUN
allí,ADV
no,ADV
más,ADV
se,PRON
las,PRON
llevaron,VERB
los,DET
Geberus,PROPN
(,PUNCT
Yapirú,PROPN
),PUNCT
;,PUNCT
también,ADV
de,ADP
nuestra,DET
parte,NOUN
sucumbieron,VERB
10,NUM
hombres,NOUN
de,ADP
los,DET
Geberus,PROPN
(,PUNCT
Yapirú,PROPN
),PUNCT
y,CCONJ
Batatheis,PROPN
(,PUNCT
Batatá,PROPN
),PUNCT
como,SCONJ
unos,PRON
40,NUM
hombres,NOUN
",",PUNCT
sin,ADP
contar,VERB
los,DET
que,PRON
habían,AUX
sido,AUX
heridos,VERB
por,ADP
los,DET
enemigos,NOUN
",",PUNCT
que,SCONJ
nosotros,PRON
[,AUX
despachamos,VERB
],NOUN
á,ADP
la,DET
ciudad,NOUN
Nostra,PROPN
Singnora,PROPN
de,ADP
Sunssión,PROPN
.,PUNCT
Mas,CCONJ
nosotros,PRON
con,ADP
nuestras,DET
fuerzas,NOUN
[,INTJ
perseguimos,VERB
],NOUN
á,ADP
nuestros,DET
enemigos,NOUN
hasta,ADP
su,DET
pueblo,NOUN
Froendiere,PROPN
(,PUNCT
Frontera,PROPN
),PUNCT
",",PUNCT
donde,PRON
se,PRON
hallaba,VERB
el,DET
principal,ADJ
Marchkayrio,PROPN
de,ADP
los,DET
Caríos,PROPN
.,PUNCT
Pero,CCONJ
sucedía,VERB
que,SCONJ
estos,DET
mismos,DET
Caríos,PROPN
habían,AUX
defendido,VERB
su,DET
pueblo,NOUN
con,ADP
3,NUM
palizadas,NOUN
construídas,ADJ
de,ADP
madera,NOUN
",",PUNCT
en,ADP
forma,NOUN
de,ADP
muro,NOUN
;,PUNCT
estos,DET
postes,NOUN
eran,AUX
del,ADP
grueso,NOUN
de,ADP
la,DET
cintura,NOUN
de,ADP
un,DET
hombre,NOUN
ó,CCONJ
más,ADV
",",PUNCT
y,CCONJ
desde,ADP
el,DET
suelo,NOUN
se,PRON
levantaban,VERB
unas,PRON
3,NUM
brazadas,NOUN
y,CCONJ
lo,PRON
enterrado,ADJ
sería,AUX
como,SCONJ
del,ADP
alto,NOUN
de,ADP
un,DET
hombre,NOUN
.,PUNCT
"
",SPACE
Iten,PROPN
más,ADV
tenían,VERB
de,ADP
aquellos,DET
hoyos,NOUN
en,ADP
que,PRON
habían,AUX
clavado,VERB
5,NUM
ó,CCONJ
6,NUM
estacas,NOUN
pequeñas,ADJ
",",PUNCT
afiladas,ADJ
como,SCONJ
agujas,NOUN
",",PUNCT
y,CCONJ
plantadas,ADJ
en,ADP
cada,DET
hoyo,NOUN
",",PUNCT
de,ADP
las,DET
que,PRON
ya,ADV
se,PRON
dijo,VERB
algo,PRON
en,ADP
el,DET
capítulo,NOUN
XXI,PROPN
;,PUNCT
ahora,ADV
este,DET
pueblo,NOUN
de,ADP
ellos,PRON
era,AUX
muy,ADV
fuerte,ADJ
",",PUNCT
y,CCONJ
en,ADP
él,PRON
había,AUX
mucha,DET
chusma,NOUN
",",PUNCT
para,ADP
no,ADV
decir,VERB
nada,PRON
de,ADP
la,DET
gente,NOUN
de,ADP
pelea,NOUN
.,PUNCT
Aunque,SCONJ
los,PRON
asediamos,PRON
durante,ADP
3,NUM
días,NOUN
",",PUNCT
no,ADV
Ies,PROPN
pudimos,AUX
hacer,VERB
nada,PRON
",",PUNCT
ni,CCONJ
sacarles,VERB
ventaja,NOUN
alguna,DET
hasta,ADP
que,SCONJ
Dios,PROPN
Todopoderoso,PROPN
nos,PRON
prestó,VERB
su,DET
Divina,PROPN
ayuda,PROPN
contra,ADP
ellos,PRON
",",PUNCT
con,ADP
la,DET
que,PRON
pudimos,AUX
más,ADV
que,SCONJ
ellos,PRON
.,PUNCT
Con,ADP
apuro,NOUN
fabricamos,VERB
unas,DET
grandes,ADJ
rodelas,NOUN
ó,CCONJ
paveses,NOUN
con,ADP
cueros,NOUN
de,ADP
venado,NOUN
ó,CCONJ
de,ADP
annda,NOUN
(,PUNCT
anta,NOUN
):,PUNCT
esta,PRON
es,AUX
una,DET
gran,ADJ
bestia,NOUN
",",PUNCT
como,SCONJ
mula,NOUN
de,ADP
cuenta,NOUN
",",PUNCT
es,AUX
obscura,PROPN
",",PUNCT
los,DET
pies,NOUN
como,SCONJ
de,ADP
vaca,NOUN
",",PUNCT
pero,CCONJ
en,ADP
todo,DET
lo,PRON
demás,PRON
se,PRON
parece,VERB
á,ADP
un,DET
burro,NOUN
;,PUNCT
son,AUX
buenos,ADJ
para,ADP
comer,VERB
",",PUNCT
y,CCONJ
los,PRON
hay,AUX
en,ADP
gran,ADJ
cantidad,NOUN
en,ADP
la,DET
tierra,NOUN
;,PUNCT
el,DET
cuero,NOUN
es,AUX
de,ADP
medio,NUM
dedo,NOUN
de,ADP
grueso,NOUN
.,PUNCT
Repartimos,VERB
nosotros,PRON
los,DET
tales,DET
paveses,NOUN
.,PUNCT
Paveses,PROPN
como,SCONJ
éstos,PRON
dimos,VERB
á,ADP
cada,DET
un,DET
Indio,PROPN
de,ADP
los,DET
Geberas,PROPN
(,PUNCT
Yapirú,PROPN
),PUNCT
",",PUNCT
y,CCONJ
también,ADV
una,DET
buena,ADJ
hacha,NOUN
á,ADP
cada,DET
otro,DET
Indio,PROPN
;,PUNCT
para,ADP
cada,DET
dos,NUM
Indios,PROPN
se,PRON
dispuso,VERB
también,ADV
un,DET
arcabucero,NOUN
;,PUNCT
paveses,NOUN
como,SCONJ
éstos,PRON
se,PRON
habían,AUX
preparado,VERB
en,ADP
número,NOUN
de,ADP
400,NUM
.,PUNCT
"
",SPACE
En,ADP
seguida,NOUN
volvimos,VERB
á,ADP
atacar,VERB
el,DET
pueblo,NOUN
enemigo,ADJ
por,ADP
tres,NUM
puntos,NOUN
",",PUNCT
entre,ADP
las,DET
2,NUM
y,CCONJ
3,NUM
del,ADP
día,NOUN
;,PUNCT
y,CCONJ
antes,ADV
que,SCONJ
pasasen,VERB
3,NUM
horas,NOUN
ya,ADV
estaban,VERB
las,DET
3,NUM
pallasa,NOUN
itenn,VERB
(,PUNCT
palizadas,NOUN
),PUNCT
del,ADP
todo,PRON
destruídas,ADJ
y,CCONJ
franqueadas,ADJ
;,PUNCT
después,ADV
de,ADP
esto,PRON
llegamos,VERB
con,ADP
toda,DET
la,DET
gente,NOUN
al,ADP
pueblo,NOUN
y,CCONJ
dimos,VERB
muerte,NOUN
á,ADP
mucha,DET
gente,NOUN
",",PUNCT
hombres,NOUN
",",PUNCT
mujeres,NOUN
y,CCONJ
niños,NOUN
",",PUNCT
pero,CCONJ
los,DET
más,ADV
de,ADP
la,DET
gente,NOUN
se,PRON
escaparon,VERB
de,ADP
allí,ADV
",",PUNCT
porque,SCONJ
huyeron,VERB
á,ADP
otro,DET
pueblo,NOUN
que,PRON
estaba,AUX
á,ADP
20,NUM
millas,NOUN
(,PUNCT
leguas,NOUN
),PUNCT
de,ADP
este,DET
pueblo,NOUN
Froendere,PROPN
(,PUNCT
Frontera,PROPN
),PUNCT
y,CCONJ
se,PRON
llamaba,VERB
Kharaieba,PROPN
.,PUNCT
A,ADP
este,DET
pueblo,NOUN
también,ADV
lo,PRON
habían,AUX
fortificado,VERB
ellos,PRON
en,ADP
toda,NOUN
regla,NOUN
y,CCONJ
á,ADP
más,ADV
una,DET
gruesa,ADJ
suma,NOUN
de,ADP
gente,NOUN
reunida,ADJ
de,ADP
los,DET
Caríos,PROPN
éstos,PRON
.,PUNCT
Y,CCONJ
estaba,VERB
este,DET
pueblo,NOUN
situado,ADJ
muy,ADV
cerca,ADV
de,ADP
la,DET
ceja,NOUN
de,ADP
un,DET
espeso,ADJ
bosque,NOUN
",",PUNCT
al,ADP
objeto,NOUN
de,ADP
que,SCONJ
si,SCONJ
llegase,VERB
el,DET
caso,NOUN
de,ADP
que,SCONJ
nosotros,PRON
los,DET
Cristianos,PROPN
ganásemos,VERB
también,ADV
este,DET
pueblo,NOUN
",",PUNCT
pudiesen,AUX
los,DET
Caríos,PROPN
contar,VERB
con,ADP
el,DET
bosque,NOUN
de,ADP
amparo,NOUN
",",PUNCT
como,SCONJ
se,PRON
oirá,VERB
más,ADV
tarde,ADV
.,PUNCT
"
",SPACE
Ahora,ADV
después,ADV
nosotros,PRON
los,DET
Cristianos,PROPN
con,ADP
nuestro,DET
capitán,NOUN
Marthin,PROPN
Doménigo,PROPN
Eyolla,PROPN
(,PUNCT
Irala,PROPN
),PUNCT
y,CCONJ
los,DET
antedichos,ADJ
Geberus,PROPN
y,CCONJ
Batatheis,PROPN
alcanzamos,VERB
á,ADP
nuestros,DET
enemigos,NOUN
los,DET
Caríos,PROPN
",",PUNCT
en,ADP
este,DET
pueblo,NOUN
Karaieba,PROPN
á,ADP
eso,PRON
de,ADP
las,DET
5,NUM
de,ADP
la,DET
tarde,NOUN
",",PUNCT
y,CCONJ
emprendimos,VERB
el,DET
sitio,NOUN
para,ADP
atacar,VERB
por,ADP
tres,NUM
costados,NOUN
del,ADP
pueblo,NOUN
",",PUNCT
dejamos,VERB
también,ADV
un,DET
pelotón,NOUN
(,PUNCT
de,ADP
soldados,NOUN
),PUNCT
escondidos,ADJ
en,ADP
el,DET
bosque,NOUN
esa,DET
noche,NOUN
;,PUNCT
á,ADP
la,DET
noche,NOUN
también,ADV
nos,PRON
llegó,VERB
refuerzo,NOUN
de,ADP
la,DET
ciudad,NOUN
Nostra,PROPN
Singnora,PROPN
de,ADP
Sunssión,PROPN
",",PUNCT
200,NUM
Cristianos,PROPN
y,CCONJ
500,NUM
Geberus,PROPN
y,CCONJ
Bathadeis,PROPN
;,PUNCT
porque,SCONJ
era,AUX
el,DET
caso,NOUN
que,SCONJ
mucha,DET
gente,NOUN
de,ADP
la,DET
nuestra,DET
",",PUNCT
Cristianos,PROPN
é,CCONJ
Indios,PROPN
habían,AUX
sido,AUX
heridos,VERB
delante,ADV
del,ADP
susodicho,NOUN
pueblo,NOUN
",",PUNCT
así,ADV
que,SCONJ
los,PRON
tuvimos,VERB
que,SCONJ
hacer,VERB
volver,VERB
",",PUNCT
por,ADP
eso,PRON
nos,PRON
venía,VERB
esta,DET
gente,NOUN
de,ADP
refresco,NOUN
",",PUNCT
así,ADV
que,SCONJ
éramos,AUX
nosotros,PRON
450,NUM
Cristianos,PROPN
y,CCONJ
1.300,NUM
Geberus,PROPN
y,CCONJ
Bathadeis,PROPN
.,PUNCT
"
",SPACE
Pero,CCONJ
á,ADP
esto,PRON
nuestros,DET
enemigos,NOUN
habían,AUX
fortificado,VERB
y,CCONJ
asegurado,ADJ
tan,ADV
bien,ADV
este,DET
su,DET
pueblo,NOUN
Karaiba,PROPN
",",PUNCT
tal,NOUN
vez,NOUN
como,SCONJ
jamás,ADV
antes,ADV
se,PRON
había,AUX
hecho,VERB
",",PUNCT
es,NOUN
decir,NOUN
con,ADP
palasaiten,PROPN
(,PUNCT
palizadas,NOUN
),PUNCT
y,CCONJ
muchos,DET
fosos,NOUN
.,PUNCT
Item,PROPN
más,ADV
",",PUNCT
habían,AUX
ellos,PRON
preparado,VERB
unas,DET
cuevas,NOUN
de,ADP
maderos,NOUN
en,ADP
forma,NOUN
de,ADP
trampas,NOUN
de,ADP
ratones,NOUN
;,PUNCT
si,SCONJ
éstas,PRON
hubiesen,AUX
salido,VERB
al,ADP
colmo,NOUN
de,ADP
sus,DET
deseos,NOUN
",",PUNCT
cada,DET
una,PRON
de,ADP
ellas,PRON
nos,PRON
hubiese,AUX
muerto,VERB
hasta,ADP
20,NUM
ó,CCONJ
30,NUM
;,PUNCT
de,ADP
las,DET
tales,PRON
se,PRON
habían,AUX
construido,VERB
muchas,DET
cerca,ADV
de,ADP
este,PRON
su,DET
pueblo,NOUN
.,PUNCT
Mas,PROPN
Dios,PROPN
el,DET
Todopoderoso,PROPN
nada,PRON
de,ADP
esto,PRON
permitió,VERB
;,PUNCT
¡,PUNCT
sea,AUX
El,DET
alabado,ADJ
y,CCONJ
loado,NOUN
eternamente,ADV
!,PUNCT
"
",SPACE
Delante,PROPN
de,ADP
este,DET
su,DET
pueblo,NOUN
Karayeba,PROPN
estuvimos,AUX
acampados,VERB
4,NUM
días,NOUN
",",PUNCT
